step,seg,elapsed_s,x,y,z,vx,vy,vz,on_floor,fwd,back,left,right,jump,brake,oob,reward,done,outcome,goal_d
6941,23,39.32,31.83,46.84,1.32,-1.29,0.01,5.05,0,0.25,0.00,0.00,0.85,0,0,0,-0.12,0,,15.5
6942,23,39.28,31.78,46.84,1.48,-1.18,0.04,4.39,0,0.00,0.49,0.68,0.00,0,0,0,-0.12,0,,15.5
6943,23,39.25,31.74,46.84,1.61,-1.30,-0.04,3.73,0,0.00,0.42,0.78,0.00,0,0,0,-0.12,0,,15.5
6944,23,39.22,31.70,46.84,1.71,-1.41,-0.11,3.13,0,0.00,0.84,0.10,0.00,0,0,0,-0.12,0,,15.5
6945,23,39.19,31.66,46.84,1.80,-1.44,-0.25,2.47,0,0.00,0.86,0.23,0.00,0,0,0,-0.12,0,,15.5
6946,23,39.15,31.61,46.83,1.87,-1.46,-0.40,1.81,0,0.00,0.79,0.00,0.44,0,0,0,-0.12,0,,15.5
6947,23,39.12,31.57,46.81,1.92,-1.39,-0.52,1.21,0,0.00,0.63,0.00,0.65,0,0,0,-0.12,0,,15.5
6948,23,39.09,31.52,46.79,1.94,-1.28,-0.61,0.55,0,0.00,0.42,0.00,0.78,1,0,0,-0.12,0,,15.5
6949,23,39.06,31.48,46.77,1.95,-1.20,-0.66,-0.11,0,0.51,0.00,0.82,0.00,0,0,0,-0.12,0,,15.5
6950,23,39.03,31.44,46.75,1.94,-1.31,-0.60,-0.71,0,0.00,0.76,0.00,0.41,1,0,0,-0.12,0,,15.5
6951,23,38.99,31.40,46.73,1.90,-1.27,-0.72,-1.37,0,0.45,0.00,0.75,0.00,0,0,0,-0.12,0,,15.5
6952,23,38.96,31.36,46.71,1.85,-1.36,-0.64,-2.03,0,0.85,0.00,0.00,0.27,1,0,0,-0.12,0,,15.5
6953,23,38.93,31.32,46.69,1.77,-1.33,-0.51,-2.63,0,0.91,0.00,0.00,0.18,0,0,0,-0.12,0,,15.5
6954,23,38.90,31.27,46.68,1.68,-1.30,-0.40,-3.29,0,0.00,0.78,0.00,0.30,0,0,0,-0.12,0,,15.5
6955,23,38.87,31.23,46.66,1.55,-1.24,-0.52,-3.95,0,0.00,0.49,0.00,0.77,0,0,0,-0.12,0,,15.5
6956,23,38.84,31.20,46.64,1.43,-1.14,-0.58,-4.55,0,0.72,0.00,0.00,0.57,0,0,0,-0.12,0,,15.5
6957,23,38.80,31.16,46.63,1.26,-1.04,-0.47,-5.21,0,0.62,0.00,0.00,0.62,0,0,0,-0.12,1,timeout,15.5
6958,24,38.69,31.05,46.58,0.57,0.89,-0.98,3.68,0,0.00,0.77,0.00,0.31,1,0,0,-0.12,0,,41.7
6959,24,38.66,31.08,46.55,0.68,0.92,-1.06,3.02,0,0.00,0.63,0.00,0.55,0,0,0,-0.12,0,,41.7
6960,24,38.63,31.11,46.51,0.77,0.97,-1.18,2.36,0,0.00,0.91,0.19,0.00,0,0,0,-0.12,0,,41.7
6961,24,38.60,31.14,46.47,0.83,0.89,-1.29,1.76,0,0.00,0.28,0.90,0.00,0,0,0,-0.12,0,,41.7
6962,24,38.56,31.17,46.43,0.87,0.76,-1.33,1.10,0,0.31,0.00,0.00,0.83,0,0,0,-0.12,0,,41.7
6963,24,38.53,31.19,46.38,0.90,0.77,-1.28,0.44,0,0.33,0.00,0.86,0.00,0,0,0,-0.12,0,,41.7
6964,24,38.50,31.21,46.35,0.90,0.67,-1.24,-0.16,0,0.00,0.03,0.00,0.87,0,0,0,-0.12,0,,41.7
6965,24,38.47,31.24,46.31,0.88,0.78,-1.26,-0.82,1,0.00,0.34,0.85,0.00,1,0,0,-0.02,0,,41.7
6966,24,38.43,31.26,46.26,0.84,0.68,-1.32,-1.48,0,0.00,0.33,0.00,0.90,0,0,0,-0.12,0,,41.7
6967,24,38.40,31.28,46.22,0.79,0.79,-1.37,-2.08,0,0.00,0.29,0.86,0.00,0,0,0,-0.12,0,,41.7
6968,24,38.37,31.31,46.18,0.71,0.66,-1.44,-2.74,0,0.00,0.88,0.00,0.01,0,0,0,-0.12,0,,41.7
6969,24,38.34,31.33,46.13,0.61,0.65,-1.59,-3.40,0,0.00,0.90,0.19,0.00,1,0,0,-0.12,0,,41.7
6970,24,38.31,31.32,46.07,0.69,-1.17,-2.04,7.11,0,0.00,0.50,0.75,0.00,0,0,0,0.29,0,,41.3
6971,24,38.27,31.27,46.00,0.92,-1.27,-2.05,6.45,0,0.89,0.00,0.26,0.00,0,0,0,-0.12,0,,41.3
6972,24,38.24,31.23,45.94,1.12,-1.31,-1.96,5.79,0,0.00,0.93,0.00,0.03,1,0,0,-0.12,0,,41.3
6973,24,38.21,31.19,45.88,1.28,-1.31,-2.10,5.19,0,0.93,0.00,0.00,0.02,0,0,0,-0.12,0,,41.3
6974,24,38.18,31.15,45.81,1.44,-1.31,-2.09,4.53,0,0.00,0.88,0.03,0.00,0,0,0,-0.12,0,,41.3
6975,24,38.15,31.11,45.73,1.58,-1.34,-2.19,3.87,0,0.78,0.00,0.52,0.00,0,0,0,-0.12,0,,41.3
6976,24,38.12,31.06,45.67,1.68,-1.41,-2.11,3.27,0,0.00,0.90,0.00,0.11,1,0,0,-0.12,0,,41.3
6977,24,38.08,31.02,45.60,1.78,-1.40,-2.24,2.61,0,0.83,0.00,0.00,0.56,0,1,0,-0.12,0,,41.3
6978,24,38.05,30.97,45.53,1.85,-1.34,-2.10,1.95,0,0.91,0.00,0.14,0.00,0,0,0,-0.12,0,,41.3
6979,24,38.02,30.93,45.47,1.90,-1.35,-1.99,1.35,0,0.00,0.37,0.00,0.79,1,0,0,-0.12,0,,41.3
6980,24,37.99,30.89,45.40,1.93,-1.24,-2.03,0.69,0,0.83,0.00,0.39,0.00,0,0,0,-0.12,0,,41.3
6981,24,37.95,30.85,45.33,1.95,-1.33,-1.93,0.03,0,0.00,0.32,0.78,0.00,0,0,0,0.88,0,,40.3
6982,24,37.92,30.81,45.28,1.94,-1.45,-1.99,-0.57,0,0.00,0.28,0.89,0.00,0,0,0,-0.12,0,,40.3
6983,24,37.89,30.76,45.21,1.91,-1.59,-2.02,-1.23,0,0.75,0.00,0.00,0.42,0,0,0,-0.12,0,,40.3
6984,24,37.86,30.70,45.14,1.85,-1.62,-1.97,-1.89,0,0.00,0.04,0.93,0.00,0,0,0,-0.12,0,,40.3
6985,24,37.83,30.65,45.08,1.79,-1.74,-1.99,-2.49,0,0.00,0.75,0.00,0.53,0,0,0,0.29,0,,39.9
6986,24,37.80,30.60,45.02,1.69,-1.72,-2.11,-3.15,0,0.00,0.76,0.39,0.00,1,0,0,-0.12,0,,39.9
6987,24,37.76,30.54,44.94,1.58,-1.78,-2.20,-3.81,0,0.85,0.00,0.25,0.00,1,0,0,-0.12,0,,39.9
6988,24,37.73,30.48,44.88,1.45,-1.82,-2.10,-4.41,0,0.00,0.70,0.00,0.53,1,0,0,-0.12,0,,39.9
6989,24,37.70,30.43,44.81,1.29,-1.74,-2.20,-5.07,0,0.90,0.00,0.00,0.27,0,0,0,-0.12,0,,39.9
6990,24,37.67,30.37,44.74,1.11,-1.69,-2.06,-5.73,0,0.78,0.00,0.00,0.62,1,1,0,-0.12,0,,39.9
6991,24,37.64,30.32,44.68,0.93,-1.62,-1.95,-6.33,0,0.88,0.00,0.08,0.00,1,0,0,-0.12,0,,39.9
6992,24,37.60,30.27,44.62,0.71,-1.64,-1.83,-6.99,0,0.00,0.75,0.46,0.00,0,0,0,-0.12,0,,39.9
6993,24,37.57,30.22,44.57,0.61,-0.90,-0.67,3.44,0,0.92,0.00,0.00,0.17,0,0,0,-0.12,0,,39.9
6994,24,37.54,30.19,44.55,0.70,-0.88,-0.56,2.84,0,0.00,0.87,0.00,0.25,0,0,0,-0.12,0,,39.9
6995,24,37.51,30.17,44.53,0.78,-0.85,-0.70,2.18,0,0.00,0.69,0.51,0.00,0,0,0,-0.12,0,,39.9
6996,24,37.47,30.14,44.51,0.84,-0.90,-0.79,1.52,0,0.34,0.00,0.00,0.83,1,0,0,-0.12,0,,39.9
6997,24,37.44,30.11,44.48,0.88,-0.80,-0.74,0.92,0,0.47,0.00,0.73,0.00,0,0,0,-0.12,0,,39.9
6998,24,37.41,30.08,44.46,0.90,-0.92,-0.66,0.26,0,0.53,0.00,0.72,0.00,0,0,0,-0.12,0,,39.9
6999,24,37.38,30.05,44.44,0.90,-1.04,-0.57,-0.40,1,0.77,0.00,0.47,0.00,0,0,0,-0.02,0,,39.9
7000,24,37.35,30.02,44.42,0.87,-1.10,-0.48,-1.00,0,0.00,0.26,0.00,0.80,0,0,0,-0.12,0,,39.9
7001,24,37.31,29.98,44.41,0.83,-0.99,-0.53,-1.66,0,0.00,0.61,0.69,0.00,0,0,0,-0.12,0,,39.9
7002,24,37.28,29.95,44.39,0.76,-1.11,-0.64,-2.32,0,0.00,0.81,0.47,0.00,0,0,0,-0.12,0,,39.9
7003,24,37.25,29.91,44.37,0.68,-1.16,-0.76,-2.92,0,0.00,0.10,0.00,0.90,1,0,0,-0.12,0,,39.9
7004,24,37.22,29.88,44.34,0.57,-1.11,-0.82,-3.58,0,0.00,0.65,0.67,0.00,0,0,0,-0.12,0,,39.9
7005,24,37.19,29.82,44.28,0.61,-1.95,-1.91,1.20,0,0.51,0.00,0.75,0.00,0,0,0,0.88,0,,38.9
7006,24,37.16,29.76,44.23,0.64,-2.07,-1.85,0.60,0,0.00,0.36,0.81,0.00,0,0,0,-0.12,0,,38.9
7007,24,37.12,29.69,44.16,0.64,-2.20,-1.89,-0.06,0,0.91,0.00,0.00,0.09,0,0,0,-0.12,0,,38.9
7008,24,37.09,29.61,44.10,0.63,-2.20,-1.74,-0.72,1,0.94,0.00,0.15,0.00,1,0,0,0.39,0,,38.5
7009,24,37.06,29.55,44.05,0.60,-2.23,-1.61,-1.32,0,0.80,0.00,0.00,0.44,0,0,0,-0.12,0,,38.5
7010,24,37.03,29.48,44.01,0.57,-2.01,-0.66,0.62,0,0.00,0.87,0.00,0.12,0,0,0,-0.12,0,,38.5
7011,24,36.99,29.41,43.99,0.58,-1.98,-0.78,-0.04,0,0.00,0.05,0.00,0.84,0,0,0,-0.12,0,,38.5
7012,24,36.96,29.35,43.96,0.57,-1.86,-0.78,-0.64,1,0.82,0.00,0.00,0.39,0,0,0,-0.02,0,,38.5
7013,24,36.93,29.29,43.94,0.56,-1.71,-0.68,0.00,0,0.00,0.89,0.03,0.00,0,0,0,-0.12,0,,38.5
7014,24,36.90,29.24,43.91,0.56,-1.68,-0.96,0.00,1,0.87,0.00,0.00,0.34,0,0,0,-0.02,0,,38.5
7015,24,36.87,29.19,43.89,0.59,-1.51,-0.62,7.40,1,0.00,0.11,0.00,0.77,1,0,0,-0.02,0,,38.5
7016,24,36.84,29.14,43.87,0.82,-1.38,-0.64,6.74,0,0.00,0.18,0.00,0.86,0,0,0,-0.12,0,,38.5
7017,24,36.80,29.10,43.85,1.03,-1.25,-0.67,6.08,0,0.03,0.00,0.00,0.84,0,0,0,-0.12,0,,38.5
7018,24,36.77,29.06,43.83,1.20,-1.13,-0.67,5.48,0,0.20,0.00,0.00,0.90,0,0,0,-0.12,0,,38.5
7019,24,36.74,29.03,43.80,1.37,-0.99,-0.68,4.82,0,0.00,0.32,0.00,0.86,0,0,0,-0.12,0,,38.5
7020,24,36.71,29.00,43.78,1.52,-0.89,-0.75,4.16,0,0.00,0.80,0.49,0.00,0,0,0,-0.12,0,,38.5
7021,24,36.68,28.97,43.75,1.63,-0.97,-0.88,3.56,0,0.00,0.70,0.54,0.00,0,0,0,-0.12,0,,38.5
7022,24,36.64,28.94,43.72,1.74,-1.05,-0.98,2.90,0,0.83,0.00,0.00,0.29,0,0,0,-0.12,0,,38.5
7023,24,36.61,28.90,43.69,1.82,-1.04,-0.86,2.24,0,0.07,0.00,0.91,0.00,0,0,0,-0.12,0,,38.5
7024,24,36.58,28.87,43.67,1.88,-1.17,-0.87,1.64,0,0.00,0.88,0.20,0.00,0,0,0,0.88,0,,37.5
7025,24,36.55,28.83,43.64,1.92,-1.25,-0.98,0.98,0,0.00,0.24,0.78,0.00,1,0,0,-0.12,0,,37.5
7026,24,36.51,28.78,43.60,1.94,-1.33,-1.02,0.32,0,0.00,0.16,0.00,0.89,0,0,0,-0.12,0,,37.5
7027,24,36.48,28.75,43.57,1.94,-1.20,-1.05,-0.28,0,0.17,0.00,0.00,0.88,0,0,0,-0.12,0,,37.5
7028,24,36.45,28.71,43.54,1.92,-1.06,-1.03,-0.94,0,0.00,0.17,0.00,0.90,0,0,0,-0.12,0,,37.5
7029,24,36.42,28.68,43.50,1.88,-0.94,-1.08,-1.60,0,0.00,0.92,0.02,0.00,0,0,0,-0.12,0,,37.5
7030,24,36.39,28.65,43.47,1.82,-0.95,-1.20,-2.20,0,0.87,0.00,0.34,0.00,0,0,0,-0.12,0,,37.5
7031,24,36.35,28.62,43.43,1.74,-1.02,-1.07,-2.86,0,0.64,0.00,0.52,0.00,0,0,0,-0.12,0,,37.5
7032,24,36.32,28.58,43.40,1.63,-1.12,-0.97,-3.52,0,0.47,0.00,0.77,0.00,0,0,0,-0.12,0,,37.5
7033,24,36.29,28.55,43.37,1.51,-1.22,-0.91,-4.12,0,0.33,0.00,0.00,0.88,0,0,0,-0.12,0,,37.5
7034,24,36.26,28.51,43.34,1.37,-1.08,-0.84,-4.78,0,0.60,0.00,0.00,0.80,0,1,0,-0.12,0,,37.5
7035,24,36.23,28.47,43.32,1.20,-0.96,-0.75,-5.44,0,0.49,0.00,0.00,0.75,0,0,0,-0.12,0,,37.5
7036,24,36.20,28.45,43.29,1.02,-0.86,-0.70,-6.04,0,0.00,0.44,0.69,0.00,1,0,0,-0.12,0,,37.5
7037,24,36.16,28.42,43.27,0.81,-0.98,-0.77,-6.70,0,0.17,0.00,0.93,0.00,1,0,0,-0.12,0,,37.5
7038,24,36.13,28.38,43.24,0.58,-1.13,-0.78,-7.36,0,0.00,0.73,0.51,0.00,0,0,0,-0.12,0,,37.5
7039,24,36.10,28.37,43.23,0.66,-0.31,-0.51,3.12,0,0.00,0.90,0.22,0.00,1,0,0,-0.12,0,,37.5
7040,24,36.07,28.36,43.21,0.75,-0.36,-0.64,2.46,0,0.87,0.00,0.31,0.00,0,0,0,-0.12,0,,37.5
7041,24,36.03,28.35,43.19,0.82,-0.43,-0.55,1.80,0,0.00,0.64,0.63,0.00,0,0,0,-0.12,0,,37.5
7042,24,36.00,28.33,43.17,0.86,-0.51,-0.64,1.20,0,0.63,0.00,0.00,0.65,0,0,0,-0.12,0,,37.5
7043,24,35.97,28.32,43.15,0.89,-0.42,-0.56,0.54,0,0.00,0.87,0.24,0.00,0,0,0,-0.12,0,,37.5
7044,24,35.94,28.30,43.13,0.90,-0.44,-0.65,-0.12,0,0.79,0.00,0.00,0.38,0,0,0,-0.12,0,,37.5
7045,24,35.91,28.29,43.12,0.88,-0.38,-0.55,-0.72,1,0.00,0.18,0.00,0.85,1,0,0,0.39,0,,37.0
7046,24,35.88,28.28,43.10,0.85,-0.27,-0.58,-1.38,0,0.30,0.00,0.79,0.00,0,0,0,-0.12,0,,37.0
7047,24,35.84,28.27,43.08,0.79,-0.40,-0.57,-2.04,0,0.00,0.69,0.56,0.00,0,0,0,-0.12,0,,37.0
7048,24,35.81,28.26,43.06,0.72,-0.48,-0.66,-2.64,0,0.45,0.00,0.75,0.00,0,0,0,-0.12,0,,37.0
7049,24,35.78,28.24,43.04,0.62,-0.60,-0.58,-3.30,0,0.80,0.00,0.46,0.00,0,0,0,-0.12,0,,37.0
7050,24,35.75,28.20,43.02,0.59,-1.88,-0.74,1.45,0,0.00,0.72,0.45,0.00,1,0,0,-0.12,0,,37.0
7051,24,35.72,28.14,42.99,0.63,-1.94,-0.85,0.85,0,0.00,0.59,0.00,0.63,1,0,0,-0.12,0,,37.0
7052,24,35.68,28.08,42.96,0.64,-1.84,-0.93,0.19,0,0.84,0.00,0.00,0.15,1,0,0,-0.12,0,,37.0
7053,24,35.65,28.02,42.94,0.64,-1.80,-0.82,-0.47,1,0.12,0.00,0.00,0.93,1,0,0,-0.02,0,,37.0
7054,24,35.62,27.97,42.91,0.61,-1.67,-0.81,-1.07,0,0.89,0.00,0.00,0.29,0,0,0,-0.12,0,,37.0
7055,24,35.59,27.91,42.89,0.56,-0.77,-0.46,7.50,0,0.00,0.04,0.00,0.92,1,0,0,-0.12,0,,37.0
7056,24,35.55,27.89,42.87,0.80,-0.63,-0.47,6.84,0,0.00,0.13,0.00,0.93,0,0,0,-0.12,0,,37.0
7057,24,35.52,27.87,42.86,1.00,-0.50,-0.49,6.24,0,0.00,0.13,0.89,0.00,0,0,0,0.88,0,,36.0
7058,24,35.49,27.86,42.84,1.19,-0.54,-0.52,5.58,0,0.00,0.02,0.90,0.00,0,0,0,-0.12,0,,36.0
7059,24,35.46,27.84,42.82,1.36,-0.66,-0.51,4.92,0,0.76,0.00,0.00,0.45,0,0,0,-0.12,0,,36.0
7060,24,35.43,27.82,42.81,1.50,-0.59,-0.40,4.32,0,0.54,0.00,0.67,0.00,0,0,0,-0.12,0,,36.0
7061,24,35.40,27.80,42.80,1.63,-0.63,-0.29,3.66,0,0.90,0.00,0.00,0.08,0,0,0,-0.12,0,,36.0
7062,24,35.36,27.78,42.79,1.74,-0.60,-0.20,3.00,0,0.00,0.73,0.00,0.50,1,0,0,-0.12,0,,36.0
7063,24,35.33,27.76,42.78,1.82,-0.53,-0.31,2.40,0,0.31,0.00,0.00,0.95,0,1,0,-0.12,0,,36.0
7064,24,35.30,27.75,42.77,1.89,-0.41,-0.29,1.74,0,0.00,0.35,0.83,0.00,0,0,0,-0.12,0,,36.0
7065,24,35.27,27.73,42.76,1.93,-0.53,-0.37,1.08,0,0.00,0.92,0.01,0.00,0,0,0,-0.12,0,,36.0
7066,24,35.24,27.71,42.75,1.95,-0.55,-0.49,0.48,0,0.37,0.00,0.82,0.00,0,0,0,-0.12,0,,36.0
7067,24,35.20,27.69,42.73,1.96,-0.68,-0.44,-0.18,0,0.76,0.00,0.09,0.00,0,0,0,-0.12,0,,36.0
7068,24,35.17,27.67,42.72,1.94,-0.70,-0.31,-0.84,0,0.00,0.74,0.35,0.00,1,0,0,-0.12,0,,36.0
7069,24,35.14,27.65,42.71,1.91,-0.74,-0.38,-1.44,0,0.49,0.00,0.00,0.76,0,0,0,-0.12,0,,36.0
7070,24,35.11,27.63,42.70,1.85,-0.62,-0.31,-2.10,0,0.86,0.00,0.00,0.31,1,0,0,-0.12,0,,36.0
7071,24,35.07,27.61,42.69,1.76,-0.57,-0.17,-2.76,0,0.60,0.00,0.00,0.71,0,0,0,-0.12,0,,36.0
7072,24,35.04,27.59,42.69,1.67,-0.49,-0.10,-3.36,0,0.00,0.47,0.81,0.00,0,0,0,-0.12,0,,36.0
7073,24,35.01,27.57,42.68,1.55,-0.60,-0.18,-4.02,0,0.00,0.37,0.00,0.78,0,0,0,-0.12,0,,36.0
7074,24,34.98,27.55,42.68,1.40,-0.51,-0.26,-4.68,0,0.00,0.86,0.27,0.00,0,0,0,-0.12,0,,36.0
7075,24,34.95,27.54,42.67,1.25,-0.56,-0.36,-5.28,0,0.78,0.00,0.30,0.00,0,0,0,-0.12,0,,36.0
7076,24,34.91,27.52,42.66,1.07,-0.61,-0.27,-5.94,0,0.00,0.89,0.00,0.01,0,0,0,-0.12,0,,36.0
7077,24,34.88,27.50,42.64,0.86,-0.59,-0.37,-6.60,0,0.69,0.00,0.00,0.54,0,0,0,-0.12,0,,36.0
7078,24,34.85,27.48,42.64,0.65,-0.52,-0.30,-7.20,0,0.00,0.69,0.00,0.55,0,0,0,-0.12,0,,36.0
7079,24,34.82,27.48,42.63,0.64,0.26,-0.14,3.30,0,0.00,0.57,0.65,0.00,0,0,0,-0.12,0,,36.0
7080,24,34.79,27.49,42.62,0.73,0.17,-0.25,2.64,0,0.00,0.89,0.00,0.10,0,0,0,-0.12,0,,36.0
7081,24,34.76,27.49,42.61,0.80,0.19,-0.39,2.04,0,0.00,0.65,0.00,0.52,1,0,0,-0.12,0,,36.0
7082,24,34.72,27.50,42.60,0.86,0.26,-0.48,1.38,0,0.88,0.00,0.24,0.00,0,0,0,-0.12,0,,36.0
7083,24,34.69,27.51,42.58,0.89,0.20,-0.37,0.72,0,0.00,0.15,0.83,0.00,0,0,0,-0.12,0,,36.0
7084,24,34.66,27.51,42.57,0.90,0.07,-0.39,0.12,0,0.49,0.00,0.68,0.00,0,0,0,-0.12,0,,36.0
7085,24,34.63,27.51,42.56,0.90,-0.03,-0.33,-0.54,1,0.00,0.86,0.00,0.07,0,0,0,-0.02,0,,36.0
7086,24,34.59,27.51,42.55,0.87,-0.05,-0.45,-1.20,0,0.00,0.09,0.96,0.00,1,0,0,-0.12,0,,36.0
7087,24,34.56,27.51,42.53,0.82,-0.20,-0.47,-1.80,0,0.01,0.00,0.90,0.00,1,0,0,-0.12,0,,36.0
7088,24,34.53,27.50,42.52,0.75,-0.33,-0.48,-2.46,0,0.00,0.44,0.00,0.76,0,0,0,-0.12,0,,36.0
7089,24,34.50,27.49,42.50,0.66,-0.23,-0.52,-3.12,0,0.87,0.00,0.00,0.17,0,0,0,-0.12,0,,36.0
7090,24,34.47,27.48,42.49,0.57,-1.44,-0.98,1.76,0,0.82,0.00,0.00,0.19,1,0,0,-0.12,0,,36.0
7091,24,34.44,27.43,42.46,0.62,-1.46,-0.86,1.10,0,0.66,0.00,0.61,0.00,0,0,0,-0.12,0,,36.0
7092,24,34.40,27.38,42.43,0.64,-1.57,-0.76,0.44,0,0.66,0.00,0.65,0.00,0,0,0,-0.12,0,,36.0
7093,24,34.37,27.33,42.41,0.64,-1.65,-0.67,-0.16,0,0.47,0.00,0.00,0.69,0,0,0,-0.12,0,,36.0
7094,24,34.34,27.28,42.39,0.63,-1.55,-0.62,-0.82,1,0.00,0.89,0.20,0.00,0,0,0,-0.02,0,,36.0
7095,24,34.31,27.23,42.36,0.59,-1.56,-0.74,-1.48,0,0.02,0.00,0.00,0.88,0,0,0,-0.12,0,,36.0
7096,24,34.28,27.20,42.35,0.58,-0.79,-0.17,0.57,0,0.00,0.60,0.67,0.00,0,0,0,-0.12,0,,36.0
7097,24,34.24,27.17,42.34,0.58,-0.89,-0.25,-0.09,0,0.88,0.00,0.00,0.08,0,0,0,-0.12,0,,36.0
7098,24,34.21,27.14,42.34,0.57,-0.87,-0.11,-0.75,1,0.79,0.00,0.00,0.49,0,0,0,-0.02,0,,36.0
7099,24,34.18,27.11,42.34,0.57,-0.90,0.04,-0.16,0,0.88,0.00,0.13,0.00,0,0,0,-0.12,0,,36.0
7100,24,34.15,27.08,42.34,0.56,-0.90,0.36,0.00,1,0.00,0.65,0.00,0.66,0,0,0,-0.02,0,,36.0
7101,24,34.11,27.06,42.35,0.56,-0.60,0.15,0.00,1,0.76,0.00,0.00,0.40,0,0,0,-0.02,0,,36.0
7102,24,34.08,27.04,42.36,0.59,-0.43,0.45,7.40,1,0.32,0.00,0.85,0.00,1,0,0,-0.02,0,,36.0
7103,24,34.05,27.02,42.38,0.82,-0.56,0.48,6.74,0,0.00,0.92,0.00,0.11,1,0,0,-0.12,0,,36.0
7104,24,34.02,27.01,42.39,1.03,-0.58,0.34,6.08,0,0.00,0.47,0.82,0.00,0,0,0,-0.12,0,,36.0
7105,24,33.99,26.99,42.40,1.20,-0.71,0.27,5.48,0,0.10,0.00,0.92,0.00,1,0,0,-0.12,0,,36.0
7106,24,33.95,26.96,42.41,1.37,-0.84,0.29,4.82,0,0.43,0.00,0.00,0.85,1,0,0,-0.12,0,,36.0
7107,24,33.92,26.93,42.42,1.52,-0.73,0.37,4.16,0,0.92,0.00,0.00,0.13,0,0,0,-0.12,0,,36.0
7108,24,33.89,26.91,42.43,1.63,-0.70,0.48,3.56,0,0.00,0.40,0.00,0.83,1,0,0,-0.12,0,,36.0
7109,24,33.86,26.89,42.45,1.74,-0.57,0.42,2.90,0,0.82,0.00,0.00,0.45,1,0,0,-0.12,0,,36.0
7110,24,33.83,26.88,42.46,1.82,-0.48,0.54,2.24,0,0.29,0.00,0.00,0.88,0,0,0,-0.12,0,,36.0
7111,24,33.80,26.86,42.48,1.88,-0.36,0.56,1.64,0,0.00,0.79,0.00,0.38,0,0,0,0.88,0,,35.0
7112,24,33.76,26.85,42.50,1.92,-0.32,0.45,0.98,0,0.39,0.00,0.82,0.00,0,0,0,-0.12,0,,35.0
7113,24,33.73,26.84,42.51,1.94,-0.42,0.48,0.32,0,0.00,0.59,0.00,0.66,0,0,0,-0.12,0,,35.0
7114,24,33.70,26.83,42.53,1.94,-0.34,0.41,-0.28,0,0.76,0.00,0.29,0.00,0,0,0,-0.12,0,,35.0
7115,24,33.67,26.82,42.54,1.92,-0.33,0.51,-0.94,0,0.52,0.00,0.00,0.75,0,0,0,-0.12,0,,35.0
7116,24,33.63,26.81,42.56,1.88,-0.21,0.56,-1.60,0,0.00,0.85,0.00,0.37,1,0,0,-0.12,0,,35.0
7117,24,33.60,26.80,42.57,1.82,-0.17,0.45,-2.20,0,0.87,0.00,0.00,0.22,0,0,0,-0.12,0,,35.0
7118,24,33.57,26.80,42.59,1.74,-0.15,0.58,-2.86,0,0.72,0.00,0.46,0.00,1,0,0,-0.12,0,,35.0
7119,24,33.54,26.79,42.61,1.63,-0.21,0.70,-3.52,0,0.82,0.00,0.00,0.39,0,0,0,-0.12,0,,35.0
7120,24,33.51,26.79,42.63,1.51,-0.14,0.81,-4.12,0,0.04,0.00,0.00,0.93,0,0,0,-0.12,0,,35.0
7121,24,33.48,26.78,42.66,1.37,-0.01,0.80,-4.78,0,0.00,0.78,0.00,0.34,1,0,0,-0.12,0,,35.0
7122,24,33.44,26.78,42.69,1.20,0.01,0.67,-5.44,0,0.00,0.38,0.80,0.00,0,0,0,-0.12,0,,35.0
7123,24,33.41,26.78,42.70,1.02,-0.11,0.63,-6.04,0,0.74,0.00,0.54,0.00,0,0,0,-0.12,0,,35.0
7124,24,33.38,26.78,42.73,0.81,-0.18,0.72,-6.70,0,0.00,0.79,0.00,0.46,0,0,0,-0.12,0,,35.0
7125,24,33.35,26.77,42.75,0.58,-0.15,0.60,-7.36,0,0.00,0.13,0.90,0.00,0,0,0,-0.12,0,,35.0
7126,24,33.32,26.78,42.76,0.66,0.31,0.52,3.12,0,0.27,0.00,0.00,0.85,1,0,0,-0.12,0,,35.0
7127,24,33.28,26.80,42.78,0.75,0.42,0.56,2.46,0,0.07,0.00,0.92,0.00,0,0,0,-0.12,0,,35.0
7128,24,33.25,26.81,42.80,0.82,0.32,0.57,1.80,0,0.19,0.00,0.00,0.86,0,0,0,-0.12,0,,35.0
7129,24,33.22,26.82,42.82,0.86,0.44,0.60,1.20,0,0.69,0.00,0.00,0.64,0,0,0,-0.12,0,,35.0
7130,24,33.19,26.83,42.84,0.89,0.53,0.68,0.54,0,0.00,0.85,0.36,0.00,0,0,0,-0.12,0,,35.0
7131,24,33.15,26.85,42.86,0.90,0.47,0.54,-0.12,0,0.00,0.79,0.10,0.00,0,0,0,-0.12,0,,35.0
7132,24,33.12,26.86,42.87,0.88,0.45,0.42,-0.72,1,0.00,0.64,0.67,0.00,0,0,0,-0.02,0,,35.0
7133,24,33.09,26.88,42.89,0.85,0.39,0.40,-1.38,0,0.88,0.00,0.00,0.29,0,0,0,-1.12,0,,36.0
7134,24,33.06,26.89,42.90,0.79,0.40,0.50,-2.04,0,0.00,0.28,0.85,0.00,0,0,0,-0.12,0,,36.0
7135,24,33.03,26.90,42.92,0.72,0.27,0.45,-2.64,0,0.00,0.79,0.46,0.00,0,0,0,-0.12,0,,36.0
