step,seg,time_left_s,x,y,z,vx,vy,vz,on_floor,fwd,back,left,right,jump,brake,oob,reward,done,outcome,goal_d
3064,10,97.08,-42.66,-24.91,1.31,-0.42,-1.63,5.12,0,0.12,0.00,0.00,0.91,0,0,0,0.88,0,,36.0
3065,10,97.02,-42.68,-25.02,1.59,-0.36,-1.55,3.86,0,0.53,0.00,0.70,0.00,0,0,0,-0.12,0,,36.0
3066,10,96.95,-42.71,-25.11,1.80,-0.51,-1.33,2.54,0,0.94,0.00,0.10,0.00,1,0,0,-0.12,0,,36.0
3067,10,96.89,-42.74,-25.19,1.92,-0.54,-1.06,1.28,0,0.89,0.00,0.02,0.00,0,0,0,-0.12,0,,36.0
3068,10,96.83,-42.78,-25.25,1.95,-0.59,-1.03,0.02,0,0.00,0.90,0.20,0.00,0,0,0,-0.12,0,,36.0
3069,10,96.76,-42.82,-25.32,1.91,-0.69,-1.07,-1.30,0,0.86,0.00,0.34,0.00,0,0,0,-0.12,0,,36.0
3070,10,96.70,-42.87,-25.38,1.79,-0.74,-0.81,-2.56,0,0.92,0.00,0.00,0.06,0,0,0,-0.12,0,,36.0
3071,10,96.64,-42.91,-25.43,1.58,-0.77,-0.78,-3.82,0,0.00,0.90,0.26,0.00,0,0,0,-0.12,0,,36.0
3072,10,96.57,-42.97,-25.49,1.29,-0.71,-0.97,-5.14,0,0.00,0.14,0.00,0.84,0,0,0,-0.12,0,,36.0
3073,10,96.51,-43.00,-25.55,0.92,-0.61,-0.87,-6.40,0,0.88,0.00,0.24,0.00,0,0,0,-0.12,0,,36.0
3074,10,96.44,-43.03,-25.56,0.61,0.53,2.72,3.45,0,0.00,0.08,0.93,0.00,0,0,0,-0.12,0,,36.0
3075,10,96.38,-43.01,-25.38,0.79,0.22,2.70,2.13,0,0.01,0.00,0.91,0.00,1,0,0,-0.12,0,,36.0
3076,10,96.31,-43.00,-25.21,0.88,0.20,2.67,0.87,0,0.00,0.14,0.00,0.89,0,0,0,-0.12,0,,36.0
3077,10,96.25,-42.98,-25.04,0.89,0.31,2.74,-0.39,0,0.84,0.00,0.28,0.00,1,0,0,-0.12,0,,36.0
3078,10,96.19,-42.96,-24.85,0.82,0.24,2.75,-1.71,0,0.00,0.88,0.11,0.00,1,0,0,-1.12,0,,37.0
3079,10,96.12,-42.95,-24.69,0.67,0.10,2.66,-2.97,0,0.49,0.00,0.74,0.00,0,0,0,-0.12,0,,37.0
3080,10,96.06,-42.98,-24.56,0.61,-0.92,1.12,1.20,0,0.00,0.66,0.00,0.69,0,0,0,-0.12,0,,37.0
3081,10,95.99,-43.03,-24.50,0.64,-0.66,0.96,-0.12,0,0.00,0.24,0.00,0.92,1,0,0,-0.12,0,,37.0
3082,10,95.93,-43.07,-24.44,0.59,-0.58,1.03,-1.38,1,0.79,0.00,0.40,0.00,0,0,0,-0.02,0,,37.0
3083,10,95.87,-43.07,-24.37,0.58,0.10,1.01,-0.04,0,0.78,0.00,0.00,0.44,0,0,0,-0.12,0,,37.0
3084,10,95.80,-43.07,-24.29,0.77,-0.11,1.59,6.92,1,0.74,0.00,0.59,0.00,1,0,0,-0.02,0,,37.0
3085,10,95.74,-43.08,-24.18,1.16,-0.34,1.64,5.66,0,0.00,0.36,0.84,0.00,1,0,0,-0.12,0,,37.0
3086,10,95.67,-43.12,-24.08,1.48,-0.61,1.64,4.40,0,0.48,0.00,0.80,0.00,0,0,0,-0.12,0,,37.0
3087,10,95.61,-43.16,-23.97,1.72,-0.78,1.84,3.08,0,0.87,0.00,0.18,0.00,0,0,0,0.29,0,,36.6
3088,10,95.55,-43.22,-23.85,1.87,-0.95,2.01,1.82,0,0.26,0.00,0.85,0.00,0,0,0,-1.12,0,,37.6
3089,10,95.48,-43.28,-23.72,1.95,-1.14,2.17,0.56,0,0.91,0.00,0.20,0.00,0,0,0,-0.12,0,,37.6
3090,10,95.42,-43.36,-23.57,1.94,-1.21,2.19,-0.76,0,0.00,0.88,0.18,0.00,0,0,0,-0.12,0,,37.6
3091,10,95.35,-43.44,-23.44,1.85,-1.38,2.02,-2.02,0,0.00,0.02,0.93,0.00,0,0,0,-0.12,0,,37.6
3092,10,95.29,-43.54,-23.31,1.68,-1.67,2.07,-3.28,0,0.47,0.00,0.83,0.00,0,0,0,-0.12,0,,37.6
3093,10,95.22,-43.66,-23.17,1.42,-1.81,2.01,-4.60,0,0.00,0.90,0.00,0.18,0,0,0,-0.12,0,,37.6
3094,10,95.16,-43.77,-23.05,1.09,-1.93,1.88,-5.86,0,0.21,0.00,0.90,0.00,0,0,0,-0.12,0,,37.6
3095,10,95.10,-43.90,-22.93,0.67,-2.13,2.04,-7.12,0,0.89,0.00,0.21,0.00,0,0,0,-0.12,0,,37.6
3096,10,95.03,-44.16,-22.79,0.72,-4.43,2.30,2.66,0,0.76,0.00,0.00,0.59,1,0,0,-0.71,0,,38.1
3097,10,94.97,-44.43,-22.63,0.85,-4.22,2.49,1.40,0,0.44,0.00,0.00,0.75,0,0,0,-0.12,0,,38.1
3098,10,94.91,-44.70,-22.47,0.90,-4.15,2.67,0.14,0,0.78,0.00,0.45,0.00,0,0,0,-0.12,0,,38.1
3099,10,94.84,-44.97,-22.29,0.86,-4.18,2.92,-1.18,1,0.79,0.00,0.00,0.47,0,0,0,-0.02,0,,38.1
3100,10,94.78,-45.23,-22.09,0.74,-4.20,3.13,-2.44,0,0.62,0.00,0.60,0.00,0,0,0,0.29,0,,37.7
3101,10,94.72,-45.49,-21.89,0.57,-2.48,3.76,1.70,0,0.00,0.04,0.00,0.88,0,0,0,-0.12,0,,37.7
3102,10,94.65,-45.65,-21.64,0.64,-2.41,3.85,0.38,0,0.72,0.00,0.56,0.00,0,0,0,-1.12,0,,38.7
3103,10,94.59,-45.81,-21.39,0.62,-2.41,4.06,-0.88,0,0.65,0.00,0.00,0.59,0,0,0,-0.12,0,,38.7
3104,10,94.52,-45.95,-21.13,0.56,-2.12,4.36,0.00,0,0.05,0.00,0.00,0.90,0,0,0,-0.12,0,,38.7
3105,10,94.46,-46.07,-20.85,0.56,-1.68,3.80,0.00,1,0.00,0.87,0.20,0.00,0,0,0,-1.02,0,,39.7
3106,10,94.39,-46.18,-20.64,0.78,-1.68,3.22,6.86,1,0.00,0.76,0.00,0.46,1,0,0,0.39,0,,39.3
3107,10,94.33,-46.28,-20.44,1.17,-1.72,3.13,5.60,0,0.41,0.00,0.82,0.00,1,0,0,-0.12,0,,39.3
3108,10,94.27,-46.40,-20.23,1.49,-2.01,3.19,4.28,0,0.03,0.00,0.84,0.00,1,0,0,-0.12,0,,39.3
3109,10,94.20,-46.54,-20.03,1.72,-2.25,3.12,3.02,0,0.00,0.48,0.68,0.00,1,0,0,-0.12,0,,39.3
3110,10,94.14,-46.69,-19.84,1.87,-2.42,2.90,1.76,0,0.00,0.88,0.31,0.00,1,0,0,-1.12,0,,40.3
3111,10,94.07,-46.85,-19.66,1.94,-2.52,2.60,0.44,0,0.00,0.83,0.31,0.00,0,0,0,-0.12,0,,40.3
3112,10,94.01,-47.01,-19.50,1.93,-2.44,2.49,-0.82,0,0.27,0.00,0.00,0.88,0,0,0,-0.12,0,,40.3
3113,10,93.95,-47.15,-19.34,1.83,-2.16,2.51,-2.08,0,0.00,0.14,0.00,0.94,0,0,0,0.29,0,,39.9
3114,10,93.88,-47.29,-19.18,1.65,-1.90,2.59,-3.40,0,0.48,0.00,0.00,0.75,0,0,0,-0.12,0,,39.9
3115,10,93.82,-47.40,-19.01,1.39,-1.90,2.57,-4.66,0,0.00,0.58,0.73,0.00,0,0,0,-0.12,0,,39.9
3116,10,93.75,-47.53,-18.85,1.06,-2.17,2.46,-5.92,0,0.05,0.00,0.88,0.00,1,0,0,-1.12,0,,40.9
3117,10,93.69,-47.68,-18.69,0.62,-2.33,2.59,-7.24,0,0.90,0.00,0.00,0.03,0,0,0,-0.12,0,,40.9
3118,10,93.63,-47.82,-18.64,0.74,-2.12,0.53,2.58,0,0.00,0.64,0.00,0.60,0,0,0,-0.12,0,,40.9
3119,10,93.56,-47.95,-18.61,0.86,-1.95,0.50,1.32,0,0.70,0.00,0.00,0.53,1,0,0,-0.12,0,,40.9
3120,10,93.50,-48.07,-18.57,0.90,-1.95,0.53,0.00,0,0.00,0.62,0.61,0.00,0,0,0,-0.12,0,,40.9
3121,10,93.43,-48.21,-18.54,0.86,-2.19,0.45,-1.26,1,0.17,0.00,0.85,0.00,1,0,0,0.39,0,,40.5
3122,10,93.37,-48.35,-18.51,0.74,-2.35,0.58,-2.52,0,0.86,0.00,0.00,0.03,0,0,0,-0.12,0,,40.5
3123,10,93.31,-48.50,-18.44,0.64,-1.93,2.56,7.26,0,0.38,0.00,0.00,0.77,1,0,0,-0.12,0,,40.5
3124,10,93.24,-48.62,-18.28,1.06,-1.95,2.59,6.00,0,0.00,0.15,0.90,0.00,0,0,0,-0.12,0,,40.5
3125,10,93.18,-48.75,-18.12,1.40,-2.02,2.62,4.74,0,0.44,0.00,0.00,0.77,0,0,0,-0.12,0,,40.5
3126,10,93.11,-48.88,-17.94,1.66,-2.15,2.65,3.42,0,0.00,0.06,0.91,0.00,0,0,0,-0.12,0,,40.5
3127,10,93.05,-49.02,-17.78,1.84,-2.21,2.55,2.16,0,0.00,0.61,0.00,0.67,0,0,0,-1.12,0,,41.5
3128,10,92.99,-49.16,-17.62,1.93,-2.22,2.44,0.90,0,0.12,0.00,0.89,0.00,0,0,0,0.29,0,,41.1
3129,10,92.92,-49.31,-17.46,1.95,-2.40,2.31,-0.42,0,0.00,0.90,0.00,0.00,1,0,0,-0.12,0,,41.1
3130,10,92.86,-49.46,-17.32,1.88,-2.32,2.24,-1.68,0,0.58,0.00,0.00,0.64,0,0,0,-0.12,0,,41.1
3131,10,92.80,-49.60,-17.17,1.73,-2.14,2.45,-2.94,0,0.79,0.00,0.00,0.52,0,0,0,-0.12,0,,41.1
3132,10,92.73,-49.74,-17.01,1.49,-2.15,2.49,-4.26,0,0.00,0.58,0.64,0.00,1,0,0,-0.12,0,,41.1
3133,10,92.67,-49.89,-16.86,1.18,-2.41,2.38,-5.52,0,0.06,0.00,0.91,0.00,0,0,0,-1.12,0,,42.1
3134,10,92.60,-50.04,-16.71,0.79,-2.46,2.37,-6.78,0,0.00,0.11,0.00,0.88,0,0,0,-0.12,1,timeout,42.1
3135,11,92.33,-28.62,34.63,0.88,0.00,0.05,-1.92,0,0.90,0.00,0.00,0.06,0,0,0,-0.12,0,,18.2
3136,11,92.27,-28.63,34.63,0.72,-0.08,-0.05,-3.18,0,0.00,0.80,0.32,0.00,0,0,0,-0.12,0,,18.2
3137,11,92.20,-28.67,34.65,0.60,-1.81,1.12,1.55,0,0.90,0.00,0.27,0.00,0,0,0,-0.12,0,,18.2
3138,11,92.14,-28.79,34.73,0.66,-1.79,1.37,0.29,0,0.69,0.00,0.00,0.53,1,0,0,-0.12,0,,18.2
3139,11,92.08,-28.90,34.82,0.64,-1.58,1.52,-0.97,1,0.20,0.00,0.00,0.90,0,0,0,-0.02,0,,18.2
3140,11,92.01,-28.97,34.92,0.58,-0.34,1.68,0.58,0,0.12,0.00,0.00,0.92,0,0,0,-0.12,0,,18.2
3141,11,91.95,-28.99,35.03,0.57,-0.31,1.59,-0.68,0,0.00,0.61,0.69,0.00,0,0,0,-0.12,0,,18.2
3142,11,91.88,-29.01,35.13,0.56,-0.21,1.53,0.00,0,0.32,0.00,0.00,0.87,0,0,0,-0.53,0,,18.7
3143,11,91.82,-29.00,35.23,0.78,0.35,1.61,6.86,1,0.00,0.20,0.00,0.90,1,0,0,-0.02,0,,18.7
3144,11,91.75,-28.98,35.33,1.17,0.42,1.67,5.60,0,0.71,0.00,0.44,0.00,0,0,0,-0.12,0,,18.7
3145,11,91.69,-28.96,35.44,1.48,0.30,1.68,4.34,0,0.00,0.84,0.15,0.00,0,0,0,-0.12,0,,18.7
3146,11,91.62,-28.94,35.54,1.72,0.15,1.44,3.02,0,0.00,0.50,0.74,0.00,0,0,0,-0.12,0,,18.7
3147,11,91.56,-28.94,35.63,1.87,-0.02,1.47,1.76,0,0.86,0.00,0.30,0.00,1,0,0,-0.12,0,,18.7
3148,11,91.50,-28.94,35.73,1.94,0.05,1.60,0.50,0,0.00,0.12,0.00,0.89,0,0,0,-0.12,0,,18.7
3149,11,91.43,-28.93,35.83,1.93,0.09,1.49,-0.82,0,0.00,0.55,0.70,0.00,0,0,0,-0.12,0,,18.7
3150,11,91.37,-28.93,35.93,1.83,-0.07,1.52,-2.08,0,0.86,0.00,0.20,0.00,0,0,0,-0.12,0,,18.7
3151,11,91.31,-28.93,36.03,1.66,-0.01,1.65,-3.34,0,0.00,0.09,0.00,0.85,0,0,0,-0.12,0,,18.7
3152,11,91.24,-28.93,36.14,1.39,0.20,1.73,-4.66,0,0.74,0.00,0.00,0.42,0,0,0,-0.53,0,,19.1
3153,11,91.18,-28.91,36.25,1.06,0.13,1.87,-5.92,0,0.21,0.00,0.87,0.00,0,0,0,-0.12,0,,19.1
3154,11,91.11,-28.91,36.37,0.64,0.08,1.96,-7.18,0,0.46,0.00,0.00,0.81,1,0,0,-0.12,0,,19.1
3155,11,91.05,-28.91,36.50,0.95,0.15,2.01,6.38,0,0.82,0.00,0.00,0.37,0,0,0,-0.12,0,,19.1
3156,11,90.99,-28.89,36.63,1.31,0.18,1.99,5.12,0,0.00,1.00,0.07,0.00,0,1,0,-0.12,0,,19.1
3157,11,90.92,-28.88,36.75,1.59,0.27,1.84,3.86,0,0.20,0.00,0.00,0.85,1,0,0,-0.12,0,,19.1
3158,11,90.86,-28.86,36.87,1.80,0.46,2.00,2.54,0,0.84,0.00,0.00,0.34,0,0,0,-0.12,0,,19.1
3159,11,90.79,-28.82,37.00,1.91,0.59,2.04,1.28,0,0.00,0.60,0.00,0.52,1,0,0,-0.12,0,,19.1
3160,11,90.73,-28.78,37.13,1.95,0.55,1.91,0.02,0,0.00,0.07,0.89,0.00,0,0,0,-0.53,0,,19.5
3161,11,90.67,-28.76,37.25,1.91,0.27,1.98,-1.30,0,0.65,0.00,0.71,0.00,1,0,0,-0.12,0,,19.5
3162,11,90.60,-28.75,37.38,1.79,0.03,1.99,-2.56,0,0.00,0.59,0.71,0.00,0,0,0,-0.12,0,,19.5
3163,11,90.54,-28.75,37.50,1.58,-0.00,1.92,-3.82,0,0.44,0.00,0.00,0.78,1,0,0,-0.12,0,,19.5
3164,11,90.47,-28.74,37.63,1.29,0.25,2.00,-5.14,0,0.10,0.00,0.00,0.87,1,0,0,-0.12,0,,19.5
3165,11,90.41,-28.72,37.76,0.92,0.30,1.91,-6.40,0,0.00,0.67,0.56,0.00,0,0,0,-0.12,0,,19.5
3166,11,90.35,-28.71,37.86,0.61,0.37,0.63,3.44,0,0.00,0.87,0.14,0.00,0,0,0,-0.12,0,,19.5
3167,11,90.28,-28.68,37.89,0.79,0.32,0.33,2.12,0,0.00,0.89,0.09,0.00,0,0,0,-0.12,0,,19.5
3168,11,90.22,-28.67,37.90,0.88,0.26,0.31,0.86,0,0.89,0.00,0.21,0.00,1,0,0,-0.12,0,,19.5
3169,11,90.16,-28.65,37.93,0.89,0.22,0.34,-0.40,0,0.00,0.92,0.00,0.07,1,0,0,-0.12,0,,19.5
3170,11,90.09,-28.64,37.94,0.82,0.21,0.30,-1.72,0,0.89,0.00,0.10,0.00,1,0,0,-0.12,0,,19.5
3171,11,90.03,-28.63,37.97,0.67,0.08,0.52,-2.98,0,0.56,0.00,0.69,0.00,0,0,0,-0.12,0,,19.5
3172,11,89.96,-28.65,38.03,0.61,-0.91,1.34,1.16,0,0.58,0.00,0.00,0.56,0,0,0,-0.12,0,,19.5
3173,11,89.90,-28.71,38.13,0.64,-0.82,1.57,-0.16,0,0.92,0.00,0.00,0.03,0,0,0,-0.53,0,,19.9
3174,11,89.83,-28.76,38.23,0.59,-0.80,1.59,-1.42,1,0.00,0.83,0.00,0.17,1,0,0,-0.02,0,,19.9
3175,11,89.77,-28.77,38.31,0.90,0.12,1.13,6.50,0,0.00,0.74,0.00,0.49,0,0,0,-0.12,0,,19.9
3176,11,89.70,-28.76,38.38,1.28,0.14,1.12,5.18,0,0.87,0.00,0.35,0.00,0,0,0,-0.12,0,,19.9
3177,11,89.64,-28.75,38.46,1.57,0.17,1.34,3.92,0,0.65,0.00,0.00,0.64,0,0,0,-0.12,0,,19.9
3178,11,89.58,-28.74,38.55,1.77,0.26,1.32,2.66,0,0.00,0.99,0.13,0.00,0,1,0,-0.12,0,,19.9
3179,11,89.51,-28.72,38.62,1.90,0.19,0.99,1.34,0,0.00,0.98,0.19,0.00,1,1,0,-0.12,0,,19.9
3180,11,89.45,-28.71,38.68,1.94,0.28,0.82,0.08,0,0.00,0.06,0.00,0.90,1,0,0,-0.12,0,,19.9
3181,11,89.39,-28.68,38.73,1.91,0.49,0.91,-1.18,0,0.78,0.00,0.00,0.50,1,0,0,-0.12,0,,19.9
3182,11,89.32,-28.65,38.80,1.79,0.67,1.14,-2.50,0,0.67,0.00,0.00,0.67,1,0,0,-0.12,0,,19.9
3183,11,89.26,-28.60,38.88,1.59,0.63,1.25,-3.76,0,0.08,0.00,0.89,0.00,1,0,0,-0.12,0,,19.9
3184,11,89.19,-28.57,38.95,1.31,0.50,1.14,-5.02,0,0.00,0.86,0.00,0.34,0,0,0,-0.12,0,,19.9
3185,11,89.13,-28.53,39.02,0.93,0.65,1.06,-6.34,0,0.55,0.00,0.00,0.68,0,0,0,-0.12,0,,19.9
3186,11,89.07,-28.48,39.09,0.60,1.15,0.53,3.49,0,0.00,0.32,0.83,0.00,0,0,0,-0.12,0,,19.9
3187,11,89.00,-28.42,39.11,0.78,1.05,0.35,2.23,0,0.00,0.81,0.00,0.48,0,0,0,-0.12,0,,19.9
3188,11,88.94,-28.34,39.13,0.88,1.11,0.06,0.91,0,0.00,0.90,0.06,0.00,0,0,0,-0.53,0,,20.3
3189,11,88.87,-28.27,39.12,0.90,1.22,-0.12,-0.35,0,0.00,0.18,0.00,0.90,1,0,0,0.29,0,,19.9
3190,11,88.81,-28.19,39.11,0.83,1.43,-0.26,-1.61,0,0.00,0.77,0.00,0.40,1,0,0,-0.12,0,,19.9
3191,11,88.75,-28.09,39.09,0.68,1.60,-0.37,-2.93,0,0.27,0.00,0.00,0.75,0,0,0,0.88,0,,18.9
3192,11,88.68,-27.97,39.04,0.61,2.05,-1.44,1.24,0,0.00,0.74,0.00,0.51,0,0,0,-0.12,0,,18.9
3193,11,88.62,-27.84,38.94,0.64,2.25,-1.60,-0.02,0,0.00,0.19,0.00,0.88,1,0,0,-0.12,0,,18.9
3194,11,88.55,-27.68,38.83,0.60,2.33,-1.55,-1.34,1,0.74,0.00,0.55,0.00,0,0,0,-0.02,0,,18.9
3195,11,88.49,-27.54,38.78,0.58,2.30,-0.55,0.01,0,0.75,0.00,0.00,0.54,0,0,0,-0.12,0,,18.9
3196,11,88.43,-27.39,38.75,0.56,2.72,-0.32,0.00,1,0.45,0.00,0.00,0.76,0,0,0,-0.02,0,,18.9
3197,11,88.36,-27.19,38.73,0.56,3.12,-0.43,0.00,1,0.00,0.80,0.00,0.46,0,0,0,-0.02,0,,18.9
3198,11,88.30,-26.99,38.69,0.56,3.23,-0.43,0.00,1,0.84,0.00,0.00,0.14,0,0,0,0.98,0,,17.9
3199,11,88.23,-26.78,38.69,0.56,3.50,0.04,0.00,1,0.10,0.00,0.00,0.92,0,0,0,-0.02,0,,17.9
3200,11,88.17,-26.53,38.69,0.56,4.11,-0.07,0.00,1,0.00,0.28,0.00,0.88,0,0,0,-0.02,0,,17.9
3201,11,88.11,-26.26,38.68,0.78,4.30,-0.16,6.86,1,0.50,0.00,0.77,0.00,1,0,0,-0.02,0,,17.9
3202,11,88.04,-25.99,38.67,1.17,4.21,-0.17,5.60,0,0.00,0.66,0.00,0.48,0,0,0,0.88,0,,16.9
3203,11,87.98,-25.71,38.65,1.49,4.23,-0.43,4.28,0,0.00,0.85,0.32,0.00,0,0,0,-0.12,0,,16.9
3204,11,87.91,-25.45,38.62,1.72,4.10,-0.46,3.02,0,0.80,0.00,0.47,0.00,0,0,0,-0.12,0,,16.9
3205,11,87.85,-25.19,38.60,1.87,4.01,-0.22,1.76,0,0.82,0.00,0.00,0.12,0,0,0,-0.12,0,,16.9
3206,11,87.78,-24.93,38.59,1.94,3.88,-0.06,0.44,0,0.10,0.00,0.92,0.00,0,0,0,0.88,0,,15.9
3207,11,87.72,-24.69,38.59,1.93,3.74,0.07,-0.82,0,0.82,0.00,0.00,0.11,0,0,0,-0.12,0,,15.9
3208,11,87.66,-24.46,38.60,1.83,3.83,0.30,-2.08,0,0.66,0.00,0.00,0.61,0,0,0,-0.12,0,,15.9
3209,11,87.59,-24.20,38.63,1.65,3.83,0.52,-3.40,0,0.74,0.00,0.58,0.00,0,0,0,-0.12,0,,15.9
3210,11,87.53,-23.97,38.67,1.39,3.60,0.69,-4.66,0,0.38,0.00,0.83,0.00,0,0,0,0.88,0,,14.9
3211,11,87.47,-23.75,38.72,1.06,3.50,0.85,-5.92,0,0.71,0.00,0.00,0.50,0,0,0,-0.12,0,,14.9
3212,11,87.40,-23.51,38.78,0.62,3.48,1.06,-7.24,0,0.64,0.00,0.65,0.00,0,0,0,-0.12,0,,14.9
3213,11,87.34,-23.46,38.96,0.74,0.34,2.99,2.58,0,0.00,0.92,0.18,0.00,0,0,0,-0.12,0,,14.9
3214,11,87.28,-23.45,39.14,0.86,0.22,2.72,1.32,0,0.00,0.63,0.59,0.00,0,0,0,-0.53,0,,15.3
3215,11,87.21,-23.44,39.31,0.90,-0.02,2.54,0.00,0,0.00,0.32,0.86,0.00,0,0,0,-0.12,0,,15.3
3216,11,87.15,-23.45,39.47,0.86,-0.25,2.37,-1.26,1,0.00,0.70,0.55,0.00,0,0,0,-0.02,0,,15.3
3217,11,87.08,-23.47,39.61,0.74,-0.27,2.30,-2.52,0,0.55,0.00,0.00,0.65,0,0,0,-0.12,0,,15.3
3218,11,87.02,-23.47,39.75,0.58,0.77,0.78,1.58,0,0.10,0.00,0.00,0.91,0,0,0,-0.12,0,,15.3
3219,11,86.95,-23.42,39.80,0.64,0.77,0.77,0.32,0,0.00,0.12,0.92,0.00,0,0,0,-0.12,0,,15.3
3220,11,86.89,-23.38,39.85,0.62,0.65,0.86,-0.94,0,0.86,0.00,0.00,0.37,0,0,0,-0.12,0,,15.3
3221,11,86.83,-23.34,39.93,0.58,0.28,1.65,0.32,0,0.86,0.00,0.34,0.00,0,0,0,-0.12,0,,15.3
3222,11,86.76,-23.32,40.04,0.62,0.35,1.86,7.31,0,0.00,0.59,0.00,0.71,1,0,0,-0.12,0,,15.3
3223,11,86.70,-23.30,40.15,1.04,0.55,1.83,6.05,0,0.60,0.00,0.00,0.65,1,0,0,-0.53,0,,15.7
3224,11,86.63,-23.25,40.28,1.40,0.80,1.94,4.73,0,0.09,0.00,0.00,0.93,0,0,0,-0.12,0,,15.7
3225,11,86.57,-23.19,40.40,1.65,1.04,1.85,3.47,0,0.00,0.56,0.00,0.66,0,0,0,-0.12,0,,15.7
3226,11,86.51,-23.12,40.51,1.83,1.23,1.66,2.21,0,0.00,0.60,0.00,0.68,0,0,0,0.88,0,,14.7
3227,11,86.44,-23.03,40.61,1.93,1.48,1.48,0.89,0,0.00,0.45,0.00,0.82,1,0,0,-0.12,0,,14.7
3228,11,86.38,-22.93,40.70,1.94,1.72,1.31,-0.37,0,0.00,0.52,0.00,0.69,0,0,0,-0.12,0,,14.7
3229,11,86.31,-22.81,40.78,1.88,1.89,1.30,-1.63,0,0.72,0.00,0.00,0.37,1,0,0,-0.12,0,,14.7
3230,11,86.25,-22.69,40.87,1.73,1.91,1.29,-2.95,0,0.00,0.89,0.14,0.00,0,0,0,-0.12,0,,14.7
3231,11,86.19,-22.57,40.94,1.50,1.77,1.21,-4.21,0,0.53,0.00,0.70,0.00,0,0,0,-0.12,0,,14.7
3232,11,86.12,-22.46,41.02,1.19,1.69,1.18,-5.47,0,0.00,0.84,0.00,0.38,0,0,0,-0.12,0,,14.7
3233,11,86.06,-22.35,41.09,0.78,1.71,1.14,-6.79,0,0.85,0.00,0.31,0.00,0,0,0,-0.12,0,,14.7
3234,11,85.99,-22.22,41.12,0.67,2.62,-0.36,3.03,0,0.85,0.00,0.00,0.22,1,0,0,-0.12,0,,14.7
3235,11,85.93,-22.05,41.10,0.82,2.72,-0.12,1.77,0,0.71,0.00,0.00,0.52,1,0,0,0.88,0,,13.7
3236,11,85.86,-21.86,41.10,0.89,2.81,-0.14,0.45,0,0.00,0.90,0.00,0.06,1,0,0,-0.12,0,,13.7
3237,11,85.80,-21.69,41.08,0.88,2.86,-0.42,-0.81,0,0.00,0.79,0.00,0.31,0,0,0,-0.12,0,,13.7
3238,11,85.74,-21.50,41.05,0.79,2.93,-0.45,-2.07,0,0.89,0.00,0.00,0.15,0,0,0,-0.12,0,,13.7
3239,11,85.67,-21.31,41.03,0.61,2.97,-0.17,-3.39,0,0.86,0.00,0.00,0.16,0,0,0,-0.12,0,,13.7
3240,11,85.61,-21.16,41.11,0.63,2.28,1.76,0.77,0,0.82,0.00,0.19,0.00,0,0,0,-0.12,0,,13.7
3241,11,85.55,-21.02,41.23,0.64,2.15,1.99,-0.49,0,0.66,0.00,0.63,0.00,0,0,0,-0.12,0,,13.7
3242,11,85.48,-20.88,41.37,0.59,1.59,2.01,7.44,0,0.86,0.00,0.18,0.00,1,0,0,-0.12,0,,13.7
3243,11,85.42,-20.78,41.50,1.01,1.66,2.22,6.18,0,0.54,0.00,0.00,0.73,0,0,0,-0.12,0,,13.7
3244,11,85.36,-20.67,41.65,1.36,1.76,2.42,4.92,0,0.87,0.00,0.17,0.00,0,0,0,-0.12,0,,13.7
3245,11,85.29,-20.55,41.81,1.64,1.84,2.50,3.60,0,0.00,0.39,0.00,0.80,1,0,0,-0.12,0,,13.7
3246,11,85.23,-20.43,41.97,1.83,1.98,2.29,2.34,0,0.00,0.90,0.00,0.14,1,0,0,-0.12,0,,13.7
3247,11,85.16,-20.31,42.10,1.93,2.06,2.23,1.08,0,0.86,0.00,0.00,0.40,0,0,0,-0.12,0,,13.7
3248,11,85.10,-20.17,42.26,1.96,2.11,2.49,-0.24,0,0.84,0.00,0.05,0.00,0,0,0,-1.12,0,,14.7
3249,11,85.03,-20.03,42.42,1.90,2.24,2.58,-1.50,0,0.00,0.27,0.00,0.90,1,0,0,0.29,0,,14.3
3250,11,84.97,-19.88,42.58,1.76,2.48,2.62,-2.76,0,0.71,0.00,0.00,0.63,0,0,0,-0.12,0,,14.3
3251,11,84.91,-19.71,42.76,1.54,2.67,2.65,-4.08,0,0.00,0.62,0.00,0.56,0,0,0,-0.12,0,,14.3
3252,11,84.84,-19.54,42.93,1.24,2.67,2.64,-5.34,0,0.68,0.00,0.60,0.00,0,0,0,-0.12,0,,14.3
3253,11,84.78,-19.38,43.10,0.86,2.58,2.87,-6.60,0,0.90,0.00,0.00,0.13,0,0,0,-0.12,0,,14.3
3254,11,84.71,-19.19,43.30,0.65,3.25,3.35,3.23,0,0.00,0.07,0.00,0.89,0,0,0,-1.12,0,,15.3
3255,11,84.65,-18.98,43.51,0.81,3.32,3.21,1.97,0,0.00,0.79,0.45,0.00,1,0,0,0.29,0,,14.9
3256,11,84.59,-18.77,43.71,0.89,3.35,3.07,0.71,0,0.07,0.00,0.00,0.89,1,0,0,-0.12,0,,14.9
3257,11,84.52,-18.55,43.91,0.89,3.37,3.13,-0.61,0,0.37,0.00,0.84,0.00,0,0,0,-0.12,0,,14.9
3258,11,84.46,-18.34,44.11,0.81,3.34,3.14,-1.87,0,0.00,0.29,0.00,0.78,0,0,0,-0.12,0,,14.9
